propertyid,latitude,longitude,bedrooms,bathrooms,averagedailyrateusd,rating_overall,rating_communication,rating_accuracy,rating_cleanliness,rating_checkin,rating_location,rating_value,reservationdays1,reservationdays2,reservationdays3,reservationdays4,reservationdays5,reservationdays6,reservationdays7,reservationdays8,reservationdays9,reservationdays10,reservationdays11,reservationdays12,nmon,gift
7620358,37.975666,-122.56544,1,1.0,136.21001,99,10,10,10,10,10,10,24.0,26.0,25.0,24.5,27.0,28.5,19.333334,25.0,12.0,27.5,25.0,22.666666,29,0
14775913,37.748264,-122.45028,2,1.0,304.97,100,10,10,10,10,10,10,22.0,19.5,24.5,22.0,26.0,24.0,27.0,14.5,17.0,21.0,14.5,14.0,20,1
10981310,37.75581,-122.43306,1,1.0,113.03,99,10,10,10,10,10,10,11.0,11.333333,16.0,28.0,20.5,13.5,23.5,17.5,7.5,13.5,3.0,17.5,24,0
1202685,37.855164,-122.26575,1,1.0,56.07,93,10,10,10,10,9,9,23.666666,11.0,13.0,15.666667,23.333334,23.666666,26.666666,26.5,19.666666,21.333334,16.666666,18.666666,39,0
8277236,37.68639,-122.49406,1,1.0,77.300003,92,9,9,9,10,9,9,29.0,17.333334,28.333334,29.5,30.0,24.0,31.0,29.5,29.5,29.5,28.5,28.5,26,0
4745964,37.878456,-122.26381,2,1.0,190.49001,91,10,9,9,10,10,9,13.666667,20.0,12.333333,4.5,13.333333,10.5,19.5,18.0,9.0,23.0,4.6666665,6.6666665,30,1
34419,37.92144,-122.0852,1,1.0,81.230003,98,10,10,10,10,10,10,0.33333334,0.5,6.6666665,7.5,6.6666665,4.6666665,3.3333333,5.0,4.75,6.3333335,4.0,0.33333334,38,0
15149013,37.752422,-122.49984,1,2.0,97.120003,93,10,10,10,9,10,10,1.5,0.0,3.0,12.0,4.0,6.0,11.0,0.0,7.0,11.0,0.0,1.0,16,0
4925496,37.845474,-122.21297,0,1.0,110.34,99,10,10,10,10,10,10,5.0,1.75,4.6666665,2.0,5.6666665,4.3333335,6.3333335,6.6666665,6.6666665,15.333333,6.3333335,6.75,39,0
2278915,37.887169,-122.52687,1,1.0,138.3,96,10,10,10,10,10,10,2.5,0.75,5.25,2.6666667,6.6666665,9.333333,19.0,11.0,11.0,11.0,5.0,6.75,42,0
24685,37.771618,-122.43836,1,1.0,79.0,95,10,10,9,10,10,9,11.25,11.5,15.25,13.333333,19.333334,24.333334,21.0,22.75,24.75,15.25,13.25,10.75,44,0
5217164,37.729824,-122.39172,1,1.0,129.57001,91,10,10,10,10,7,9,12.5,17.25,21.25,19.666666,15.0,23.0,22.666666,24.0,20.666666,19.0,11.333333,9.0,39,0
10201133,37.834759,-122.25369,1,1.0,115.03,96,10,10,10,10,10,9,18.333334,25.666666,21.666666,26.0,23.5,17.0,22.5,29.0,19.5,28.0,29.0,10.0,26,0
1060442,37.74847,-122.41724,2,1.0,197.10001,96,10,10,9,10,9,9,2.0,5.5,5.0,5.0,8.0,12.0,17.0,11.0,7.3333335,6.0,5.6666665,3.0,27,0
13752716,37.505245,-122.47585,1,1.0,144.45,99,10,10,10,10,10,10,4.0,14.0,11.0,7.0,22.0,7.0,15.5,18.5,16.0,17.0,10.0,12.0,16,0
1212822,37.803623,-122.44547,3,2.0,638.71997,96,10,10,10,10,10,9,4.5,4.25,8.0,7.6666665,4.6666665,10.333333,9.0,9.75,7.5,8.75,5.0,2.25,44,0
7369234,38.073429,-122.84653,1,1.0,326.23999,100,10,10,10,10,10,10,2.6666667,1.6666666,5.6666665,6.0,6.0,5.0,0.66666669,0.0,1.3333334,8.0,2.3333333,6.3333335,33,1
14386727,37.728699,-122.38981,2,2.0,165.97,95,10,10,9,10,9,9,28.0,24.0,30.0,15.0,29.0,21.0,29.0,29.0,21.5,22.5,22.5,23.0,19,1
4889056,37.816402,-122.23791,2,2.0,449.12,95,10,10,9,10,10,9,6.0,11.25,15.75,4.3333335,11.666667,16.0,12.666667,10.0,10.0,10.333333,10.666667,7.5,40,1
13982012,37.899265,-122.06754,1,1.0,134.74001,100,10,10,10,10,10,10,28.0,14.5,22.5,24.0,31.0,28.0,13.0,29.5,24.0,20.0,23.5,14.0,20,0
14166014,37.586426,-122.46812,1,1.0,101.52,97,10,10,10,10,10,10,16.0,10.0,16.0,28.0,29.0,25.0,12.0,26.0,21.0,27.0,8.5,12.0,17,0
6169292,37.797478,-122.42567,1,1.0,146.03,83,9,8,9,9,10,8,10.666667,8.0,19.333334,6.3333335,10.666667,8.0,7.3333335,18.0,9.5,13.0,1.3333334,7.6666665,33,1
4258545,37.779823,-122.4547,1,1.5,131.24001,99,10,10,10,10,10,10,1.5,7.6666665,4.6666665,19.0,12.333333,18.0,20.0,22.0,11.333333,7.5,8.75,10.25,39,0
1847058,37.540188,-122.30787,0,1.0,149.42999,98,10,10,10,10,10,10,15.0,28.0,15.5,29.0,28.0,13.0,10.0,13.0,27.333334,17.0,16.5,19.5,26,0
7439160,37.842003,-122.20699,1,1.0,150.0,93,10,9,9,10,10,9,9.666667,0.0,1.6666666,0.0,0.0,1.5,1.3333334,8.333333,5.6666665,1.0,3.0,5.0,33,0
7389541,37.759434,-122.50335,1,1.0,213.14999,98,10,10,10,10,10,9,17.0,26.0,26.5,20.0,24.0,28.5,26.5,22.666666,19.666666,18.333334,13.0,8.5,26,0
625935,37.757019,-122.4213,0,1.0,150.21001,98,10,10,10,10,10,10,16.25,15.5,19.75,26.0,24.0,24.666666,22.333334,28.0,27.0,22.75,18.5,18.5,42,0
13247780,37.707012,-122.41801,1,1.0,58.450001,78,10,9,8,10,6,8,29.0,27.0,19.0,2.0,10.0,18.0,28.5,23.5,15.5,20.0,24.0,24.0,16,0
14788670,38.037525,-121.62401,3,1.0,235.03,86,9,9,9,10,9,9,21.0,9.5,17.5,2.0,17.0,13.0,27.0,10.0,7.0,25.5,14.0,7.5,20,1
13381597,37.562225,-122.03261,1,1.0,86.860001,100,10,10,10,10,10,10,0.0,0.0,0.0,0.0,11.0,7.5,3.5,5.0,0.0,0.0,0.0,0.0,22,0
398395,37.256207,-122.38341,2,1.0,366.17999,99,10,10,10,10,9,9,0.5,0.0,1.5,1.0,4.0,2.3333333,0.66666669,3.0,1.5,3.75,0.75,2.75,44,0
515104,37.777077,-122.42606,1,1.0,175.42,82,8,9,7,9,9,8,22.25,21.0,17.25,23.333334,23.0,25.666666,22.0,26.666666,27.0,18.0,19.25,21.0,41,1
7361644,37.769176,-122.44459,4,2.5,759.28998,95,10,10,9,10,9,10,13.5,18.0,17.5,20.0,17.0,13.0,12.666667,14.333333,11.333333,6.6666665,8.666667,11.0,30,1
1177310,37.742538,-122.42685,1,1.0,227.99001,99,10,10,10,10,10,10,18.25,15.333333,8.0,7.0,6.6666665,6.6666665,10.666667,7.5,11.25,11.75,11.0,15.0,42,0
16466610,37.790684,-122.22039,1,1.0,59.110001,100,10,10,10,10,10,10,4.5,5.0,12.5,19.0,21.0,20.0,24.0,27.0,26.0,19.0,22.0,11.0,16,0
6556130,38.083374,-122.73055,1,1.0,375.0,100,10,10,10,10,10,10,3.6666667,1.6666666,10.0,8.0,7.5,5.3333335,6.0,7.6666665,7.3333335,6.0,6.3333335,5.6666665,34,1
4575056,37.763817,-122.43413,1,1.0,166.36,85,9,9,9,9,10,9,19.333334,21.0,15.0,12.666667,19.333334,18.5,20.333334,17.5,21.5,10.666667,0.0,13.666667,33,1
2889893,37.57708,-122.37189,0,1.0,112.48,98,10,10,10,10,10,10,25.75,24.0,25.5,24.666666,26.333334,27.0,28.666666,29.5,27.25,28.25,25.75,22.75,44,0
2164009,37.821831,-122.27716,3,2.0,275.72,93,10,10,9,10,7,9,0.5,2.75,9.0,6.0,11.0,10.5,16.333334,16.0,6.5,6.5,10.75,6.0,43,0
14934801,37.594685,-122.51183,1,1.0,229.64,99,10,10,10,10,10,10,6.0,10.5,15.0,14.0,9.0,8.0,10.0,15.0,6.0,10.0,5.5,6.5,17,1
5934262,38.07383,-122.81416,3,2.5,621.53998,97,10,10,10,10,10,10,14.0,7.3333335,8.333333,6.0,3.0,3.3333333,5.0,10.666667,3.0,0.0,7.6666665,9.666667,34,1
3200981,38.083138,-122.84158,2,2.0,272.60001,92,9,9,9,10,10,9,15.333333,9.25,18.0,18.666666,15.333333,16.666666,22.0,16.75,21.75,22.0,18.5,21.0,43,0
9511148,37.587856,-122.36027,1,1.0,89.449997,97,10,10,10,10,9,10,5.0,10.5,9.0,0.0,11.5,13.5,19.5,20.5,11.0,2.0,3.0,1.5,21,0
13686323,37.788082,-122.41232,1,1.0,270.42999,96,9,10,9,10,9,9,2.0,3.5,13.0,18.0,9.0,2.0,3.5,1.5,2.0,8.5,3.5,1.0,22,1
14773919,37.7365,-122.45413,1,1.0,95.360001,100,10,10,10,10,10,10,8.5,25.0,26.5,29.0,30.0,30.0,30.0,31.0,30.0,28.0,26.0,11.0,15,0
2736358,37.767464,-122.44482,1,1.0,205.39,96,10,10,9,10,10,9,25.75,25.75,25.5,23.666666,28.333334,27.333334,27.333334,27.0,25.25,27.5,23.25,24.25,44,0
15251932,37.799702,-122.43668,3,2.0,538.59003,97,10,10,10,10,10,10,24.5,23.0,25.5,23.0,27.0,27.0,25.0,23.0,28.0,20.5,22.0,28.0,18,1
15456379,37.559814,-122.25471,1,1.0,70.019997,94,9,10,10,9,10,10,13.0,13.0,13.0,22.0,26.0,30.0,31.0,31.0,15.0,2.0,23.0,13.0,12,0
3250069,37.865456,-122.4977,6,2.0,2050.0,96,9,10,10,10,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.5,0.5,0.0,42,0
12064810,37.544262,-122.29309,1,1.0,205.53,94,10,10,9,10,10,10,20.0,13.5,9.666667,6.5,27.0,29.0,30.5,30.5,26.5,26.5,13.0,6.5,25,0
8654065,37.673229,-122.15788,1,1.0,82.290001,99,10,10,10,10,10,10,9.0,10.0,10.333333,13.0,18.0,23.5,18.5,16.0,24.0,12.0,12.666667,11.333333,29,0
10812296,37.88026,-122.52709,1,1.0,93.279999,98,10,10,10,10,10,10,9.0,8.0,17.0,24.5,25.5,20.5,29.5,25.5,22.5,13.0,14.0,13.5,24,0
17196125,37.825916,-122.27465,1,1.0,69.68,89,10,9,9,9,9,9,15.0,10.0,16.0,10.0,0.0,17.0,23.0,28.0,20.0,18.0,10.0,6.0,13,0
7019619,37.618408,-122.41042,0,1.0,97.800003,98,10,10,10,10,10,10,28.0,20.5,19.0,19.0,31.0,25.0,24.0,14.0,23.5,24.0,14.0,16.5,20,0
1925206,37.721981,-122.40758,1,1.0,117.45,96,10,10,9,10,9,10,12.5,13.0,18.0,9.0,22.0,23.0,25.0,27.0,13.0,24.5,11.0,16.5,19,0
3720392,37.76099,-122.46521,1,1.0,156.3,98,10,10,10,10,10,10,19.0,18.25,13.75,12.0,13.333333,15.0,20.0,23.0,24.0,19.75,19.0,17.0,42,0
4342849,37.891132,-122.29745,1,1.0,123.32,97,10,10,10,10,10,10,14.5,21.333334,22.5,22.333334,26.0,25.0,25.0,22.666666,17.0,22.0,19.25,23.5,41,0
12650856,37.81427,-122.20345,1,1.0,119.17,94,10,10,10,10,9,10,19.0,10.0,17.5,0.0,21.0,27.5,28.0,28.0,22.5,22.5,18.0,8.5,22,0
467507,37.746868,-122.40965,1,1.0,158.91,98,10,10,10,10,9,10,21.25,23.75,20.5,23.0,19.0,23.666666,20.666666,22.0,20.5,17.75,14.0,21.75,44,0
3820349,37.98156,-122.59441,1,1.0,180.69,96,10,10,10,10,10,10,14.5,17.25,24.75,16.666666,23.666666,19.666666,22.333334,19.5,12.0,18.5,8.25,17.75,44,0
14776270,37.594013,-122.06897,7,4.0,444.41,100,10,10,10,9,9,9,15.0,1.0,1.0,0.0,1.0,19.0,26.0,15.5,30.0,15.5,30.0,28.0,14,1
8392088,37.813717,-122.20194,1,1.0,83.5,95,10,10,10,10,9,10,26.333334,27.666666,30.666666,28.5,24.0,30.0,30.5,30.5,23.333334,24.0,30.0,26.333334,30,0
10945285,37.775749,-122.43483,6,4.5,1723.99,98,10,10,10,10,10,9,21.0,10.0,23.5,24.0,18.0,15.0,23.5,11.0,9.0,8.0,19.0,28.0,21,1
4745399,37.941708,-121.93479,1,1.0,69.0,66,9,8,7,8,8,8,0.0,0.0,0.0,0.0,2.6666667,8.0,6.0,9.333333,0.0,0.0,2.0,8.666667,33,0
5466828,37.398426,-122.20483,2,2.0,374.66,99,10,10,10,10,10,10,4.5,9.0,13.333333,14.0,9.666667,16.0,23.0,26.5,13.5,10.5,12.0,4.0,30,1
867439,37.699322,-122.4671,1,1.0,64.339996,97,10,9,10,10,10,10,7.3333335,16.5,8.0,2.0,22.0,0.0,31.0,9.5,14.0,0.0,6.0,4.5,20,0
15215678,37.738686,-122.4218,1,1.0,149.35001,99,10,10,10,10,10,10,23.5,20.5,25.5,25.0,29.0,27.0,30.0,30.0,24.0,21.0,22.5,21.5,18,0
1393654,37.75238,-122.45867,1,1.0,87.599998,97,10,10,10,10,10,10,19.5,12.75,17.0,19.5,21.5,21.0,20.0,15.5,18.666666,21.666666,13.666667,19.333334,33,0
9196933,37.763538,-122.42524,1,1.0,119.92,100,10,10,10,10,10,10,14.0,24.0,20.666666,28.0,14.5,21.5,31.0,14.5,8.0,12.5,21.5,19.0,23,0
2166417,37.472473,-122.2009,1,1.0,119.77,99,10,10,10,10,10,10,10.0,9.0,18.5,11.0,21.666666,20.666666,24.666666,8.75,11.5,18.5,23.333334,10.0,43,0
2653210,37.437763,-122.1843,3,3.0,887.77002,100,10,10,10,10,10,10,2.75,7.5,5.25,1.3333334,0.0,4.5,12.5,10.333333,3.3333333,2.25,0.0,0.0,37,1
10656900,37.486881,-122.24613,1,1.0,178.0,98,10,10,10,10,10,10,6.3333335,10.0,8.5,11.0,7.5,23.0,15.5,9.0,9.5,18.0,13.0,7.5,25,0
7264412,37.882507,-122.52856,0,1.0,129.92999,99,10,10,10,10,10,10,24.0,24.666666,26.666666,20.5,23.5,25.0,24.333334,27.666666,22.333334,24.666666,20.666666,22.0,33,0
231129,37.791138,-122.41029,4,2.5,1080.64,87,9,9,9,9,10,8,9.0,3.25,4.0,7.0,4.6666665,9.0,7.3333335,10.0,5.3333335,7.25,4.0,7.75,41,1
1939446,37.56765,-122.00729,2,1.0,116.34,96,10,10,10,10,10,9,5.0,6.0,5.75,8.0,9.333333,11.0,9.666667,13.75,5.0,6.5,7.5,4.5,44,0
2546542,38.003395,-122.57154,1,1.0,102.98,98,10,10,10,10,10,10,7.75,10.333333,4.6666665,4.0,31.0,9.0,9.0,13.5,19.0,15.5,0.0,7.3333335,28,0
11801932,37.725613,-122.47036,2,1.5,112.52,95,9,10,10,9,10,9,3.0,4.5,9.5,6.0,15.0,19.0,28.0,22.0,21.0,7.0,4.5,4.0,21,0
13264364,37.787521,-122.40958,0,1.0,249.92999,97,10,10,10,10,10,10,15.5,17.0,22.5,18.0,17.0,19.5,19.0,25.0,25.0,22.5,12.5,14.5,22,0
15057596,37.820251,-122.19953,1,1.0,63.0,100,10,10,10,10,10,10,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,17.0,14.0,13,0
7998215,37.750542,-122.41656,1,1.0,148.32001,100,10,10,10,10,10,10,3.0,8.0,9.0,10.5,12.0,17.0,15.0,9.333333,14.0,5.0,4.3333335,8.666667,24,0
13709214,37.799416,-122.43687,2,3.0,507.66,98,10,10,10,10,10,10,20.5,19.0,24.5,29.0,23.0,30.0,22.0,25.0,24.5,26.5,21.0,19.0,21,1
6987855,37.766445,-122.42323,1,1.5,85.470001,94,10,10,10,10,10,9,9.0,5.0,21.0,24.5,10.0,16.0,27.0,23.333334,21.333334,11.333333,5.0,24.0,25,0
11263971,37.652786,-122.45838,1,1.0,31.370001,87,9,9,8,9,9,9,3.0,28.0,21.0,24.0,1.0,30.0,29.5,21.0,25.5,26.5,9.5,14.0,17,0
7145154,37.904331,-122.57069,5,3.0,1641.13,93,10,9,10,9,9,9,2.3333333,4.0,1.6666666,4.5,2.0,9.5,9.0,9.0,2.0,2.0,2.6666667,5.6666665,32,1
7923146,37.803341,-122.408,2,1.0,402.64001,99,10,10,10,10,10,9,7.6666665,7.3333335,8.0,3.5,5.0,5.0,8.0,4.0,9.0,12.666667,5.5,11.5,29,1
11442940,37.708611,-122.41808,1,1.0,130.02,86,10,9,8,9,8,9,25.0,12.5,19.0,7.0,15.0,23.5,15.0,22.0,25.0,17.0,16.0,21.0,16,1
348714,37.773064,-122.44293,1,1.0,193.42999,95,10,10,10,10,10,9,25.0,23.75,27.5,25.0,27.333334,26.0,25.666666,27.75,25.75,26.5,23.0,25.75,44,0
14487347,37.785885,-122.40952,0,1.0,86.470001,88,9,9,9,9,10,9,28.5,26.0,31.0,30.0,30.0,22.0,8.0,5.0,26.0,27.0,25.0,29.0,17,0
8840572,37.91161,-122.33981,1,1.0,68.360001,97,10,10,10,10,9,10,9.333333,15.666667,6.6666665,11.5,17.5,25.5,22.0,27.5,20.5,12.0,11.0,4.0,30,0
14268189,37.788136,-122.39169,1,1.0,304.91,99,10,10,10,10,10,10,22.0,21.0,22.0,20.0,23.0,14.0,21.0,23.0,12.5,31.0,25.0,17.0,14,1
14390195,38.022034,-122.25835,1,1.0,48.080002,96,10,10,10,10,9,10,26.0,22.0,5.0,24.0,28.0,23.0,23.0,11.0,25.0,22.0,18.0,27.0,14,0
10023120,37.810333,-122.29994,1,1.0,133.5,96,10,10,10,10,9,10,9.666667,9.666667,22.0,11.5,23.5,23.0,22.0,23.5,25.5,18.5,19.5,14.0,28,0
7618319,37.566605,-122.29185,1,1.0,95.0,99,10,10,10,10,10,10,8.0,10.0,6.5,8.0,4.0,11.5,15.5,16.666666,17.5,14.0,11.0,12.0,23,0
3946395,37.743763,-122.40899,1,1.5,97.510002,95,10,10,10,10,9,9,5.0,5.5,2.0,0.0,9.333333,10.5,16.5,11.0,15.333333,14.0,14.0,17.333334,28,0
6915497,37.753384,-122.40633,3,1.5,420.31,96,10,10,10,10,9,9,11.666667,23.0,21.0,18.0,18.0,18.0,18.5,22.333334,27.0,28.5,20.0,17.666666,23,1
6387526,37.767067,-122.4239,3,2.5,690.83002,100,10,10,10,10,10,9,1.3333334,3.3333333,5.0,5.0,2.5,0.0,1.5,6.3333335,2.0,4.0,1.5,4.5,29,1
8277350,37.687183,-122.49525,1,1.0,63.060001,88,9,9,9,9,9,9,24.0,22.0,26.666666,28.5,30.5,29.5,31.0,30.5,28.5,30.0,25.5,27.5,26,1
7131456,37.838577,-122.24985,1,1.0,47.759998,90,10,9,8,10,10,9,18.0,27.5,20.666666,21.5,21.5,21.0,19.5,18.666666,29.666666,22.0,11.333333,27.333334,31,0
5679532,38.098686,-122.8663,2,1.0,286.54999,98,10,10,10,10,10,10,3.5,2.6666667,2.3333333,6.3333335,4.6666665,6.0,14.666667,10.0,6.0,9.333333,2.3333333,9.0,34,0
15897986,37.737564,-122.13635,1,1.0,68.730003,98,10,10,10,10,10,10,10.5,8.0,9.5,16.0,10.0,21.0,25.0,14.0,25.0,16.0,3.5,10.0,17,0
623934,37.98056,-122.25838,1,1.0,85.0,100,10,10,10,10,10,10,4.0,7.5,4.3333335,1.0,9.0,11.666667,10.0,17.5,7.0,11.0,4.5,22.0,33,0
2468465,37.770279,-122.43533,1,1.0,138.75,97,10,10,9,10,10,9,31.0,28.0,23.0,10.5,22.0,14.333333,14.5,11.75,20.5,24.5,5.5,25.0,24,0
8118414,37.453819,-122.23389,1,1.0,145.33,98,10,10,10,10,10,10,22.0,20.333334,24.666666,25.0,17.5,21.5,19.5,13.0,16.0,24.5,24.333334,25.666666,29,0
13411730,38.00174,-122.24432,4,2.5,779.59003,86,10,9,8,10,9,8,3.0,3.0,3.0,5.0,11.0,7.5,4.5,3.0,8.5,12.0,9.0,3.0,16,1
16703739,37.858746,-122.48444,1,1.0,244.64999,100,10,10,10,10,10,10,1.0,0.0,10.5,20.0,22.0,13.0,21.0,22.0,21.0,23.0,13.0,14.0,14,1
10840692,37.471661,-122.26494,0,0.0,49.52,87,8,9,9,9,10,9,0.0,0.0,0.0,0.0,1.5,7.5,0.0,1.5,1.0,4.0,0.0,0.0,26,0
11532945,37.744591,-122.42751,2,1.0,202.96001,92,10,9,9,10,9,9,10.0,25.0,25.0,19.0,28.0,20.0,20.0,16.0,24.0,24.0,23.0,16.0,17,1
14153426,37.479675,-122.2359,1,1.0,73.599998,100,10,10,10,10,10,10,22.0,10.0,29.0,15.0,28.0,27.0,12.5,22.5,19.0,26.0,20.0,20.0,20,0
1117813,37.72731,-122.43864,2,1.0,182.71001,96,10,10,10,10,9,9,9.0,10.666667,14.333333,12.5,13.0,25.0,19.5,13.333333,16.333334,14.25,6.5,9.0,36,1
5067041,37.908798,-122.68719,1,2.0,177.47,94,9,10,10,10,10,9,9.25,8.5,13.25,13.0,13.0,14.0,19.0,20.666666,16.333334,14.666667,14.666667,14.333333,39,0
14937274,37.654182,-122.45988,1,1.0,32.470001,85,10,9,7,10,9,9,11.0,28.0,19.0,29.0,30.0,27.0,31.0,27.0,18.5,30.5,11.0,28.0,15,0
14282826,37.488895,-122.45406,3,2.5,387.12,100,10,10,10,10,10,10,2.0,1.5,6.5,0.0,9.0,3.0,6.0,15.5,6.0,6.5,22.0,4.5,19,1
16706877,37.770077,-122.43255,1,1.0,133.47,96,10,10,10,10,10,10,19.0,20.0,28.5,29.0,29.0,29.0,28.0,31.0,29.0,31.0,28.0,29.0,15,1
14914798,37.536755,-121.95934,1,1.0,51.349998,94,10,10,10,10,10,10,15.0,19.5,12.0,18.0,28.0,28.0,31.0,27.0,16.0,17.0,22.0,21.5,19,0
150848,37.761997,-122.39391,1,1.0,79.690002,99,10,10,10,10,10,10,18.75,19.0,13.5,20.0,13.5,20.0,15.5,15.0,19.666666,16.333334,13.5,19.5,37,0
3843664,37.805401,-122.44401,1,1.0,316.72,99,10,10,10,10,10,10,3.75,0.33333334,1.6666666,2.0,2.0,10.666667,11.666667,3.75,3.3333333,5.5,2.75,1.0,38,0
6884125,37.812737,-122.24779,1,1.0,87.790001,89,9,9,9,10,10,9,19.0,16.666666,17.333334,22.0,23.0,16.0,28.0,28.666666,19.666666,25.666666,14.0,17.0,34,0
1975404,37.771908,-122.43918,1,1.0,348.14001,99,10,10,10,10,10,10,14.0,8.666667,10.5,16.333334,11.666667,12.333333,11.666667,9.5,11.666667,7.75,5.0,9.5,42,0
5591544,37.754459,-122.42399,2,1.5,324.01999,97,10,10,9,10,10,9,12.0,12.333333,12.75,6.3333335,9.666667,8.333333,15.0,16.666666,9.0,15.0,16.0,15.666667,37,1
4532551,37.752228,-122.42856,1,1.0,248.28,99,10,10,10,10,10,10,12.5,12.0,17.5,15.333333,24.0,23.0,22.0,26.333334,19.0,12.5,17.0,15.5,41,0
4742225,37.892952,-122.30373,1,1.0,59.43,96,10,10,9,10,10,10,3.25,7.0,3.0,4.5,9.0,12.5,13.0,17.5,17.666666,12.333333,4.5,1.0,34,0
16782274,37.484417,-122.18906,1,1.0,158.06,99,10,10,10,10,9,10,15.5,25.0,16.5,27.0,31.0,30.0,30.0,30.0,22.0,28.0,27.0,27.0,15,1
6453774,37.788357,-122.40916,0,1.0,263.95999,96,10,10,10,10,10,9,4.6666665,7.0,7.3333335,5.5,7.3333335,7.0,8.0,6.6666665,7.6666665,8.666667,2.6666667,1.3333334,35,0
13491912,37.796089,-122.41724,2,2.0,405.60001,80,10,8,10,10,10,8,16.0,11.0,12.0,20.0,24.0,1.5,17.0,0.0,15.0,23.0,11.0,17.0,18,1
13622506,37.764252,-122.41041,1,2.0,161.63,99,10,10,10,10,9,10,5.0,25.0,17.0,30.0,25.0,27.0,23.0,4.0,24.0,20.0,15.0,27.0,12,1
12834310,37.704563,-122.47662,2,1.0,188.56,90,10,9,9,9,10,9,27.0,17.0,18.0,26.0,10.5,8.0,28.0,22.0,24.0,29.0,17.0,24.0,14,1
3686195,37.852962,-122.2411,0,1.0,157.62,97,10,10,10,10,10,10,11.333333,7.3333335,2.6666667,5.0,7.0,13.5,19.0,5.3333335,10.0,15.333333,4.25,9.75,32,0
4934420,37.753883,-122.48326,1,1.0,85.059998,89,9,9,10,10,9,9,5.0,9.5,9.666667,9.0,2.6666667,6.5,2.0,5.5,0.5,2.0,1.0,1.3333334,28,0
51073,37.771164,-122.422,1,1.0,187.69,99,10,10,10,10,10,10,5.75,6.0,3.0,19.0,17.0,20.0,23.333334,12.75,24.333334,21.333334,4.75,8.666667,33,0
86456,37.575714,-122.38736,1,1.0,318.23999,98,10,10,10,10,10,9,16.25,19.5,21.75,23.333334,27.0,28.0,27.333334,29.0,26.5,21.75,16.75,16.5,44,0
5037937,37.737228,-122.45089,4,2.0,349.78,95,10,10,10,10,9,9,1.0,1.5,2.5,5.3333335,6.0,6.0,12.666667,16.0,11.5,3.6666667,12.333333,9.666667,30,1
3600295,37.469425,-122.13631,1,1.0,66.25,94,10,9,9,10,9,10,3.0,14.5,15.5,0.33333334,29.5,13.5,29.0,17.5,20.0,30.0,11.0,1.0,29,0
10941385,37.786438,-122.44298,1,1.0,363.82001,98,10,10,10,10,10,10,6.0,15.333333,9.666667,8.5,0.0,8.0,10.0,3.5,5.0,9.0,6.5,0.0,25,1
1080996,38.011177,-122.69337,2,1.0,236.64,98,10,10,10,10,10,9,1.0,3.75,3.75,4.3333335,6.3333335,5.6666665,10.333333,8.25,7.0,4.0,4.5,9.75,44,0
5620231,37.869087,-122.27619,2,2.0,334.38,99,10,10,10,10,10,9,2.3333333,3.6666667,6.25,2.0,5.0,3.0,1.5,14.0,0.66666669,6.0,0.0,0.0,30,1
13741452,37.853207,-122.26019,1,1.0,96.040001,97,10,10,9,10,10,10,9.0,10.5,13.0,22.0,12.0,16.0,14.0,16.5,13.5,8.0,9.0,12.0,18,0
220418,37.77042,-122.4502,1,2.0,87.18,89,9,9,9,10,9,9,19.5,14.0,24.75,21.0,25.666666,28.333334,29.333334,28.25,26.75,24.75,17.0,12.75,44,0
3506164,37.751263,-122.42606,1,1.0,192.45,98,10,10,10,10,10,10,21.25,20.75,27.0,17.333334,26.0,26.333334,27.0,28.0,24.25,26.0,21.25,19.5,44,0
5196859,37.770882,-122.44956,1,1.0,135.82001,95,10,10,10,10,10,9,12.75,13.75,20.0,17.666666,14.0,27.333334,17.333334,26.0,27.0,19.333334,15.666667,18.333334,39,0
1511896,37.908951,-122.52969,1,1.0,116.37,94,10,9,9,10,10,9,12.25,4.6666665,18.0,7.0,11.666667,14.666667,7.3333335,17.75,9.75,14.75,6.75,18.25,43,0
7337432,37.782974,-122.40936,1,2.0,79.050003,82,9,9,8,9,7,8,0.5,5.5,5.0,1.0,1.0,4.0,9.5,15.5,11.5,6.0,4.0,1.0,23,0
4104863,37.466671,-122.15651,1,1.0,147.13,92,10,9,9,10,9,9,15.25,15.0,14.0,6.0,18.666666,20.666666,20.333334,17.0,11.333333,16.75,14.333333,18.5,40,0
1226917,37.597641,-122.38779,1,3.0,45.110001,90,10,9,9,10,10,9,15.0,17.5,22.25,9.666667,13.333333,13.666667,20.333334,9.5,18.75,21.25,10.75,1.75,44,0
11279591,38.001766,-122.29081,1,1.0,54.0,93,10,10,9,10,10,9,0.0,1.3333334,4.0,2.0,6.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,19,0
13154602,37.91692,-122.05784,1,1.0,58.98,98,10,10,10,10,10,10,10.5,8.0,20.5,28.0,13.0,27.0,22.0,30.5,22.0,27.5,21.0,20.0,22,0
7826965,37.890114,-121.59807,1,1.0,109.8,99,10,10,10,10,10,10,0.66666669,0.0,1.3333334,1.0,1.0,4.5,8.0,7.5,7.0,7.3333335,2.3333333,3.0,31,0
